Manufacturer,Model,Form factor
MLAB,9342,Tablet
MLAB,9343,Tablet
MLAB,9344,Tablet
MLAB,9593,Tablet
MLAB,MB4,Tablet
MLAB,MB4 WIFI,Tablet
MLAB,MB4_3G_PLUS_SE,Tablet
MLAB,MB8715,Tablet
MLAB,MB8717,Tablet
MLAB,MB8866,Tablet
MLAB,MLAB_GLOWY8,Tablet
MLAB,MLAB_KIDS_PLUS,Tablet
MLAB,Studio_Phone_10,Tablet
MLINK,M6501B,Phone
MLINK,M707,Phone
MLINK,M761,Phone
MLOGIX,10ML_012G,Tablet
MLOGIX,8ML_08G,Tablet
MLS Innovation,iQ1060M,Tablet
MLS Innovation,iQ8011,Phone
MLS Innovation,iQD10S,Phone
MLS Innovation,iQL626,Phone
MLS Innovation,iQM960L,Tablet
MLS Innovation,iQS1001,Tablet
MLS Innovation,IQS805,Phone
MLS Innovation,iQT1161,Tablet
MLS Innovation,iQW511T,Phone
MLS Innovation,iQW608,Phone
MLS Innovation,iQW626,Phone
mMax,mMax M55,Phone
Mobell,MBLTab81,Tablet
Mobell,P41,Phone
Mobell,S41,Phone
Mobell,S51,Phone
Mobicel,F40,Phone
Mobicel,F41,Phone
Mobicel,F50,Phone
Mobicel,F51,Phone
Mobicel,IX PLUS,Phone
Mobicel,Mercury,Phone
Mobicel,Mobicel F42,Phone
Mobicel,Mobicel P9,Phone
Mobicel,Mobicel_Z6,Phone
Mobicel,MX3 PLUS,Phone
Mobicel,P11,Phone
Mobicel,P12,Phone
Mobicel,P12 Plus,Phone
Mobicel,P5,Phone
Mobicel,RX,Phone
Mobicel,Smart Tab 10 4G,Phone
Mobicel,Spectra J2,Phone
Mobicel,Vodacom Smart Tab 8,Tablet
Mobicel,VX21,Phone
Mobicel,X6,Phone
Mobicel,X7,Phone
Mobicel,Z4,Phone
Mobicell,ASTRO,Phone
Mobicell,BEAM,Phone
Mobicell,Berry 2,Phone
Mobicell,BERRY PLUS,Phone
Mobicell,BERRY1,Phone
Mobicell,BERRY_PRO,Phone
Mobicell,BLINK,Phone
Mobicell,Chrome_LTE,Phone
Mobicell,CLIK,Phone
Mobicell,Clik plus,Phone
Mobicell,Cosmo LTE,Phone
Mobicell,D3,Phone
Mobicell,DANDY_ZAM,Phone
Mobicell,EGO,Phone
Mobicell,EPIC MAX,Phone
Mobicell,EPIC PRO 1,Phone
Mobicell,EPIC PRO_2,Phone
Mobicell,EPIC_1,Phone
Mobicell,EPIC_2,Phone
Mobicell,FAME,Phone
Mobicell,FAME_DS,Phone
Mobicell,Fendy plus,Phone
Mobicell,FENDY_DS,Phone
Mobicell,FEVER_PLUS_H,Tablet
Mobicell,Fever_Plus_J,Tablet
Mobicell,FORCE,Phone
Mobicell,GEO,Phone
Mobicell,GLO,Phone
Mobicell,HYPE,Phone
Mobicell,IX,Phone
Mobicell,IX PRO,Phone
Mobicell,IX-1,Phone
Mobicell,Legend,Phone
Mobicell,Legend Pro LTE,Phone
Mobicell,LEGEND PRO_1,Phone
Mobicell,Legend_Max_2,Phone
Mobicell,LEGEND_MAX_LTE,Phone
Mobicell,MX2,Phone
Mobicell,MX2 PLUS,Phone
Mobicell,NEO LTE,Phone
Mobicell,NEO_1,Phone
Mobicell,Neo_Plus,Phone
Mobicell,OREO,Phone
Mobicell,PULSE_1,Phone
Mobicell,Q10,Phone
Mobicell,R1 Plus,Phone
Mobicell,R1Plus,Phone
Mobicell,R4 LTE,Phone
Mobicell,R6_PLUS,Phone
Mobicell,R7,Phone
Mobicell,R7_2,Phone
Mobicell,R9 Pro,Phone
Mobicell,RIO_BN,Phone
Mobicell,RIO_RW,Phone
Mobicell,RIO_SS,Phone
Mobicell,RIO_ZAM,Phone
Mobicell,RUBY,Phone
Mobicell,RX Plus,Phone
Mobicell,RX PRO,Phone
Mobicell,Switch GO,Phone
Mobicell,switch plus,Phone
Mobicell,SWITCH1,Phone
Mobicell,TANGO_LITE,Phone
Mobicell,Titan,Phone
Mobicell,Titan_1,Phone
Mobicell,TRENDY 2,Phone
Mobicell,TRENDY_LITE,Phone
Mobicell,ULTRA,Phone
Mobicell,V4,Phone
Mobicell,VENUS_G,Phone
Mobicell,VIBE,Phone
Mobicell,VX20,Phone
Mobicell,VX_18,Phone
Mobicell,X1,Phone
Mobicell,X4,Phone
Mobicell,X9,Phone
Mobicell,XV19,Phone
Mobicell,Z3,Phone
Mobicell,Zoom,Tablet
Mobicell,ZOOM_1,Tablet
Mobicell,ZOOM_H,Tablet
MobiIoT,MobiGo,Phone
MobiIoT,MobiGo 2+,Phone
MobiIoT,MobiGo 2+ Pro,Phone
MobiIoT,Mobigo2,Phone
MobiIoT,Mobigo2L,Phone
MobiIoT,MobiPrint 5,Phone
MobiIoT,MobiPrint4_Plus,Phone
MobiIoT,WM58,Phone
MobiiStar,C1 Lite,Phone
MobiiStar,mobiistar C1,Phone
MobiiStar,mobiistar C1 Shine,Phone
MobiiStar,mobiistar C2,Phone
MobiiStar,mobiistar E1 Selfie,Phone
MobiiStar,X1 Dual,Phone
MobiiStar,X1 Notch,Phone
MobileDemand,Flex10AND,Tablet
MobiOcean,MO-T3,Phone
MobiVista,MVT_1001,Tablet
Mobiwire,Airtel Imagine,Phone
Mobiwire,Altice E55,Phone
Mobiwire,ALTICE S35,Phone
Mobiwire,Benin,Phone
Mobiwire,Celtiis Smart 1,Phone
Mobiwire,CHAT,Phone
Mobiwire,eNOVA,Phone
Mobiwire,H5111,Phone
Mobiwire,H5111L,Phone
Mobiwire,H6032 Plus,Phone
Mobiwire,H6682,Phone
Mobiwire,H6733,Phone
Mobiwire,H67A1,Phone
Mobiwire,Hotah,Phone
Mobiwire,IKOSORA+,Phone
Mobiwire,Kicka 4 Plus,Phone
Mobiwire,Kicka 5,Phone
Mobiwire,Kicka 5 Plus,Phone
Mobiwire,Kicka 5 Plus 4G,Phone
Mobiwire,Kicka Zoom,Phone
Mobiwire,Kicka6,Phone
Mobiwire,Mobiwire Verda,Phone
Mobiwire,S26,Phone
Mobiwire,Smart C11,Phone
Mobiwire,Smart E11,Phone
Mobiwire,Smart E25,Phone
Mobiwire,Smart N11,Phone
Mobiwire,Smart N12,Phone
Mobiwire,Smart P24,Phone
Mobiwire,Smart V25,Phone
Mobiwire,SmartT23,Phone
Mobiwire,V Lite 2,Phone
Mobiwire,V Pro 2 4G,Phone
Mobiwire,V Smart 2,Phone
Mobiwire,Vodafone Lite 4G,Phone
Mobiwire,Vodafone Pro 4G,Phone
Mobiwire,Vodafone Smart 4G,Phone
Mobiwire,Éɖjròmi,Phone
MOBODO,MOBODO MOBO K2,Phone
MOBULAA,K6,Phone
MOBULAA,MOBULAA Note4,Phone
MOBULAA,NOTE1,Phone
MOBULAA,NOTE2,Phone
MOBULAA,S11,Phone
MOBULAA,Tab-1,Tablet
MobyData,M72,Phone
MobyData,M93,Phone
Mode1,MD-04P,Phone
Mode1,MD-05P,Phone
Mode1,MD06P,Phone
Mode1,Mode1Pocket,Phone
Mode1,MP1,Phone
ModeEarnPhone,MEP2,Phone
Molvu,M10PRO,Tablet
Molvu,V7S,Tablet
Mookia,FF-P30,Tablet
Mookia,M10A,Tablet
Mookia,MM-35,Tablet
Mookia,MM10A,Tablet
Mookia,YY-P30,Tablet
Moolah Mobile,T10,Tablet
Moolah Mobile,T100,Tablet
Moolah Mobile,T10_Pro,Tablet
Moov_Africa,S100,Phone
Morep,Mavic 10,Phone
Morep,Mavic 40,Phone
Morep,Morep Mavic 10,Phone
Morep,Morep Mavic 20,Phone
Morep,Morep Mavic Plus,Phone
Morep,Smart V1,Phone
Morep,v5,Phone
MoshiMore,RG1,Phone
Motorola,Lenovo K10,Phone
Motorola,Lenovo K12 Pro,Phone
Motorola,Lenovo K13 Note,Phone
Motorola,Lenovo K14,Phone
Motorola,Lenovo K14 Note,Phone
Motorola,Lenovo K14 Plus,Phone
Motorola,Lenovo K15,Phone
Motorola,Lenovo XT2081-4,Phone
Motorola,Moto E (5),Phone
Motorola,Moto E (5) Play,Phone
Motorola,moto e (XT2052DL),Phone
Motorola,moto e(5) cruise,Phone
Motorola,moto e(5) plus,Phone
Motorola,moto e(6i),Phone
Motorola,moto e(7) plus,Phone
Motorola,moto e(7) power,Phone
Motorola,moto e(7i) power,Phone
Motorola,moto e13,Phone
Motorola,moto e20,Phone
Motorola,moto e22,Phone
Motorola,moto e22i,Phone
Motorola,moto e30,Phone
Motorola,moto e32,Phone
Motorola,moto e40,Phone
Motorola,moto e5,Phone
Motorola,moto e5 go,Phone
Motorola,moto e5 play,Phone
Motorola,moto e5 plus,Phone
Motorola,moto e6,Phone
Motorola,moto e6 play,Phone
Motorola,moto e6s,Phone
Motorola,moto edge X30,Phone
Motorola,Moto G (5) Plus,Phone
Motorola,Moto G (5S),Phone
Motorola,Moto G (5S) Plus,Phone
Motorola,Moto G (5th Gen),Phone
Motorola,moto g - 2025,Phone
Motorola,moto g - 2026,Phone
Motorola,moto g 5G,Phone
Motorola,moto g 5G (2022),Phone
Motorola,moto g 5G - 2023,Phone
Motorola,moto g 5G - 2024,Phone
Motorola,moto g 5G plus,Phone
Motorola,moto g fast,Phone
Motorola,moto g play (2021),Phone
Motorola,moto g play - 2024,Phone
Motorola,moto g play - 2026,Phone
Motorola,Moto G Plus (5th Gen),Phone
Motorola,moto g power,Phone
Motorola,moto g power (2021),Phone
Motorola,moto g power (2022),Phone
Motorola,moto g power - 2025,Phone
Motorola,moto g power - 2026,Phone
Motorola,moto g power 5G - 2023,Phone
Motorola,moto g power 5G - 2024,Phone
Motorola,moto g pro,Phone
Motorola,moto g pure,Phone
Motorola,moto g stylus,Phone
Motorola,moto g stylus (2021),Phone
Motorola,moto g stylus (2022),Phone
Motorola,moto g stylus (2023),Phone
Motorola,moto g stylus - 2026,Phone
Motorola,moto g stylus 5G,Phone
Motorola,moto g stylus 5G (2022),Phone
Motorola,moto g stylus 5G - 2023,Phone
Motorola,moto g stylus 5G - 2024,Phone
Motorola,moto g stylus 5G - 2025,Phone
Motorola,moto g(10),Phone
Motorola,moto g(20),Phone
Motorola,moto g(30),Phone
Motorola,moto g(50),Phone
Motorola,moto g(50) 5G,Phone
Motorola,moto g(6),Phone
Motorola,moto g(6) play,Phone
Motorola,moto g(6) plus,Phone
Motorola,moto g(60),Phone
Motorola,moto g(60)s,Phone
Motorola,moto g(7),Phone
Motorola,moto g(7) play,Phone
Motorola,moto g(7) plus,Phone
Motorola,moto g(7) power,Phone
Motorola,moto g(8) play,Phone
Motorola,moto g(8) plus,Phone
Motorola,moto g(8) power,Phone
Motorola,moto g(8) power lite,Phone
Motorola,moto g(9) play,Phone
Motorola,moto g(9) plus,Phone
Motorola,moto g(9) power,Phone
Motorola,moto g04,Phone
Motorola,moto g05,Phone
Motorola,moto g06 power,Phone
Motorola,moto g14,Phone
Motorola,moto g15,Phone
Motorola,moto g22,Phone
Motorola,moto g23,Phone
Motorola,moto g24,Phone
Motorola,moto g31,Phone
Motorola,moto g32,Phone
Motorola,moto g34,Phone
Motorola,moto g35 5G,Phone
Motorola,moto g37 power,Phone
Motorola,moto g41,Phone
Motorola,moto g42,Phone
Motorola,moto g51,Phone
Motorola,moto g52,Phone
Motorola,moto g52j 5G,Phone
Motorola,moto g53y 5G,Phone
Motorola,moto g54 5G,Phone
Motorola,moto g55 5G,Phone
Motorola,moto g57 power,Phone
Motorola,moto g62 5G,Phone
Motorola,moto g66y 5G,Phone
Motorola,moto g67,Phone
Motorola,moto g67 power 5G,Phone
Motorola,moto g71 5G,Phone
Motorola,moto g72,Phone
Motorola,moto g73 5G,Phone
Motorola,moto g75 5G,Phone
Motorola,moto g82 5G,Phone
Motorola,moto g84 5G,Phone
Motorola,moto g85 5G,Phone
Motorola,moto g86 5G,Phone
Motorola,moto g96 5G,Phone
Motorola,moto p30,Phone
Motorola,moto p30 play,Phone
Motorola,moto pad 60 neo,Tablet
Motorola,moto pad – 2026,Tablet
Motorola,moto S30,Phone
Motorola,moto tab g20,Phone
Motorola,Moto Tab g70,Tablet
Motorola,Moto X (4),Phone
Motorola,moto X30 屏下摄像版,Phone
Motorola,Moto Z (2) Force,Phone
Motorola,Moto Z (2) Play,Phone
Motorola,Moto Z Droid,Phone
Motorola,Moto Z Play Droid,Phone
Motorola,Moto Z(3),Phone
Motorola,moto z3 play,Phone
Motorola,moto z4,Phone
Motorola,Motorola Defy,Phone
Motorola,motorola edge,Phone
Motorola,motorola edge (2021),Phone
Motorola,motorola edge (2022),Phone
Motorola,motorola edge 20 lite,Phone
Motorola,motorola edge 2023,Phone
Motorola,motorola edge 2024,Phone
Motorola,motorola edge 2025,Phone
Motorola,motorola edge 30,Phone
Motorola,motorola edge 30 neo,Phone
Motorola,motorola edge 30 ultra,Phone
Motorola,motorola edge 40,Phone
Motorola,motorola edge 40 neo,Phone
Motorola,motorola edge 50,Phone
Motorola,motorola edge 50 fusion,Phone
Motorola,motorola edge 50 pro,Phone
Motorola,motorola edge 50 ultra,Phone
Motorola,motorola edge 60 fusion,Phone
Motorola,motorola edge 60 pro,Phone
Motorola,motorola edge 60 stylus,Phone
Motorola,motorola edge 70,Phone
Motorola,motorola edge 70 fusion,Phone
Motorola,motorola edge 70 pro,Phone
Motorola,motorola edge plus,Phone
Motorola,motorola edge plus (2022),Phone
Motorola,motorola edge plus 2023,Phone
Motorola,motorola edge s,Phone
Motorola,motorola edge s pro,Phone
Motorola,motorola edge S30,Phone
Motorola,motorola edge 轻奢版,Phone
Motorola,Motorola one,Phone
Motorola,motorola one 5G UW ace,Phone
Motorola,motorola one action,Phone
Motorola,motorola one fusion,Phone
Motorola,motorola one fusion+,Phone
Motorola,motorola one hyper,Phone
Motorola,motorola one power,Phone
Motorola,motorola one vision,Phone
Motorola,motorola one zoom,Phone
Motorola,motorola razr,Phone
Motorola,motorola razr 2022,Phone
Motorola,motorola razr 2025,Phone
Motorola,motorola razr 2026,Phone
Motorola,motorola razr 40 ultra,Phone
Motorola,motorola razr 40s,Phone
Motorola,motorola razr 50 ultra,Phone
Motorola,motorola razr 50d M-51E,Phone
Motorola,motorola razr 5G,Phone
Motorola,motorola razr 60d M-51F,Phone
Motorola,motorola razr fold,Tablet
Motorola,motorola razr plus 2026,Phone
Motorola,motorola razr ultra 2025,Phone
Motorola,motorola razr ultra 2026,Phone
Motorola,motorola signature,Phone
Motorola,ThinkPhone 25 by motorola,Phone
Motorola,ThinkPhone by Motorola,Phone
Motorola Solutions,EVOLVE,Phone
Motorola Solutions,LEX L11,Phone
Motorola Solutions,MOTOTRBO ION,Phone
Movfast,Ranger2,Phone
Movfast,Ranger2 Lite,Phone
Movfast,Ranger2K_N,Phone
Moviltelco Trade,L506,Phone
MOVISUN,Astro_Pad10,Phone
MOVISUN,ASTROA1,Phone
MOVISUN,TAB-S1,Phone
Movitel,M8416,Phone
Movitel,M8422,Phone
Movitel,M8423,Phone
Movitel,M8424,Phone
Movitel,M8425,Phone
Movitel,M8426,Phone
Movitel,M9107,Phone
Movitel,M9109,Phone
Movitel,M9110,Phone
Movitel,M9111,Phone
Movitel,M9112,Phone
Movitel,M9113,Phone
Movitel,M9114,Phone
Movitel,M9116,Phone
Movitel,M9117,Phone
Moxalc,AD116_ROW,Tablet
Moxee Technologies,m2307,Phone
Moxee Technologies,MH-T6000,Phone
Moxee Technologies,Moxee_T2310,Tablet
Moxee Technologies,MT-T800,Phone
Moxee Technologies,MT-T8B22,Phone
MOXNICE,P50-EEA,Tablet
MOXNICE,P50-ROW,Tablet
MozaTab,MTN_E1,Tablet
Mpgio,ATHENA_A10,Tablet
Mpgio,ATHENA_X,Tablet
Mpgio,IKP104,Tablet
Mpgio,Legend_A,Tablet
Mpgio,LEGEND_EZ,Tablet
Mpgio,LEGEND_NEW7,Tablet
Mpgio,MAT10221,Tablet
Mpgio,MAT10421,Tablet
Mpgio,MAT80211B,Tablet
Mpgio,MLT156001,Tablet
Mpgio,MLT703824,Tablet
Mpgio,MPGIO_10,Tablet
Mpgio,MPGIO_8,Tablet
Mpgio,MTabAir9,Tablet
MPORT,MPORT-IFPD,Tablet
MSI,Summit13AI,Tablet
MSota,Nobby S500,Phone
Mswipe,WiseposGo,Phone
MTC,Osmartphona,Phone
MTC,Osmartphona Tablet,Phone
MTN,5.99,Phone
MTN,Alola_Max,Phone
MTN,G56,Phone
MTN,MTNsmart Plus,Phone
MTR (MY),MT9,Phone
MU (TH),mu6,Phone
MUISOO,KB10_EEA,Tablet
Multilaser,DI01_M7_WIFI,Tablet
Multilaser,F Max 2,Phone
Multilaser,G 3,Phone
Multilaser,G Max 2 SE,Phone
Multilaser,G Pro 3S,Phone
Multilaser,KIDPAD LITE,Tablet
Multilaser,M10 3G,Tablet
Multilaser,M10 4G,Tablet
Multilaser,M10 4G MON CLA,Tablet
Multilaser,M10 4G PRO,Tablet
Multilaser,M10 4G T1,Tablet
Multilaser,M10 4G T3,Tablet
Multilaser,M10 WIFI,Tablet
Multilaser,M10-3G,Tablet
Multilaser,M10-4G,Tablet
Multilaser,M10_3G,Tablet
Multilaser,M10_4G _AC,Tablet
Multilaser,M10_4G_PRO,Tablet
Multilaser,M10A_3G,Tablet
Multilaser,M10A_Lite,Tablet
Multilaser,M7 3G,Tablet
Multilaser,M7 3G A10,Tablet
Multilaser,M7 3G PLUS,Tablet
Multilaser,M7 WIF,Tablet
Multilaser,M7 WIFI,Tablet
Multilaser,M7-3G PLUS,Tablet
Multilaser,M7-4G,Tablet
Multilaser,M7_3G_A10,Tablet
Multilaser,M7_WIFI,Tablet
Multilaser,M7S LITE,Tablet
Multilaser,M7S PLUS,Tablet
Multilaser,M7S_PLUS,Tablet
Multilaser,M7sLite,Tablet
Multilaser,M7SQC Plus,Tablet
Multilaser,M8 4G,Phone
Multilaser,M8 4G,Tablet
Multilaser,M8 Wifi,Tablet
Multilaser,M8_4G,Tablet
Multilaser,M9 3G,Tablet
Multilaser,M9 Wifi,Tablet
Multilaser,M9-3G,Tablet
Multilaser,M9_WIFI,Tablet
Multilaser,M9S-Go,Tablet
Multilaser,ML_GW0C_M10_4G,Tablet
Multilaser,MLX8,Tablet
Multilaser,MLX8 4G,Tablet
Multilaser,MLX8_4G,Tablet
Multilaser,MS40G,Phone
Multilaser,MS50G,Phone
Multilaser,MS50X,Phone
Multilaser,MS60X,Phone
Multilaser,MS60Z,Phone
Multilaser,MS80,Phone
Multilaser,MS80X,Phone
Multilaser,Multilaser E,Phone
Multilaser,Multilaser E 2,Phone
Multilaser,Multilaser E Lite,Phone
Multilaser,Multilaser E Pro,Phone
Multilaser,Multilaser Elite 2,Phone
Multilaser,Multilaser F,Phone
Multilaser,Multilaser F Pro,Phone
Multilaser,Multilaser F Pro 2,Phone
Multilaser,Multilaser F2,Phone
Multilaser,Multilaser G,Phone
Multilaser,Multilaser G 2,Phone
Multilaser,Multilaser G Max,Phone
Multilaser,Multilaser G Max 2,Phone
Multilaser,Multilaser G Pro,Phone
Multilaser,Multilaser G Pro 2,Phone
Multilaser,Multilaser H,Phone
Multilaser,Multilaser H 5G,Phone
Multilaser,Multilaser_F,Phone
Multilaser,Oba Conecta 4G,Phone
Multilaser,OBASMART,Phone
Multilaser,OBASMART 3,Phone
Multilaser,U10,Tablet
Multilaser,ULTRA 10,Tablet
MUNBYN,AS01_EEA,Phone
MUNGYO,MUNGYO MGEB,Tablet
MwalimuPlus,MP01A3G,Tablet
MYCOM,COMEK C10,Phone
MYCOM,COMEK smart 10,Phone
MYCOM,COMEK_Pad_10,Phone
MYCOM,COMEK_Tab_10,Tablet
MYCOM,COMEK_Tab_20,Tablet
MyoTab,MyoTab10,Tablet
Myphone,Hammer Active 2 LTE,Phone
Myphone,Hammer Energy,Phone
Myphone,Hammer Energy 18x9,Phone
Myphone,Hammer Energy 2,Phone
Myphone,Hammer IRON 3,Phone
Myphone,Hammer IRON 4,Phone
Myphone,HAMMER IRON V,Phone
Myphone,Hammer_Active2,Phone
Myphone,myA17,Phone
Myphone,myA18,Phone
Myphone,myA1_Plus,Phone
Myphone,myG1,Phone
Myphone,myP1,Phone
Myphone,myPhone FUN7 LTE,Phone
Myphone,myPhone Now eSIM,Phone
Myphone,myPhone_Fun_8,Phone
Myphone,myphone_N23_5G_EEA,Phone
Myphone,myPhone_N23_Plus_5G_EEA,Phone
Myphone,myPhone_N23_Plus_EEA,Phone
Myphone,myPhone_Prime_5,Phone
Myphone,myT10,Tablet
Myphone,myT6 DTV,Phone
Myphone,myT6S,Phone
Myphone,myT8,Phone
Myphone,myT8S,Phone
Myphone,myWX1 Plus,Phone
Myphone,myWX2,Phone
Myphone,myWX2 Pro,Phone
Myphone,myX12,Phone
Myphone,myX2,Phone
Myphone,myXI1 Plus,Phone
Myphone,myXI1 Pro,Phone
Myphone,myXI3,Phone
Myphone,Prime 18x9 LTE,Phone
MyPhone (PL),Hammer Blade 2 Pro,Phone
MyPhone (PL),Hammer IRON 3 LTE,Phone
MyPhone (PL),Hammer_Explorer,Phone
MyPhone (PL),Hammer_IRON_3_LTE,Phone
MyPhone (PL),myPhone Fun 9,Phone
MyPhone (PL),myPhone_City_2,Phone
MyPhone (PL),Pocket_Pro,Phone
MyPhone (PL),Prime 4 Lite,Phone
Myros,E70 Ultra,Phone
MyTab_pro,My-10-13-1,Tablet
N-one,Npad_mini,Tablet
N-one,Npad_ultra,Tablet
N-one,NpadAir,Tablet
N-one,Npadplus,Tablet
N-one,NpadQ,Tablet
N-one,NpadS,Tablet
N-one,NpadX1,Tablet
N-one,NpadY,Tablet
N-one,NpadY1,Tablet
Naomi Phone,Ambar,Phone
naomicase,N4,Phone
naomicase,N4MAX,Phone
NASCO,Hero,Phone
NASCO,Magic-s,Phone
Nautilus,NFTM-LAR,Tablet
Nautilus,NFTM-MED,Tablet
Nautilus,NFTM-SMA,Tablet
Navcity,NP752,Phone
Navitel,NAVITEL_T757LTE_EEA,Tablet
Navitel,NAVITEL_T797_4G,Tablet
Navitel,T505PRO,Tablet
Navitel,T707_3G,Tablet
Navitel,T737PRO,Tablet
Navitel,T787-4G,Tablet
Navon,Navon_IQ8_2021,Phone
Navon,Platinum103G2019,Tablet
Navon,Pure Micro,Phone
Naxa,Naxa,Tablet
Naxa,NID-1050,Tablet
Naxa,NID_1056,Tablet
Naxa,NID_1070,Tablet
Naxa,NID_7022,Tablet
Naxa,NID_7056,Tablet
NEC,LAVIE T11 112K1,Tablet
NEC,LAVIE T11 11QHD1,Tablet
NEC,LAVIE T8 8HD1,Phone
NEC,LAVIE Tab 102K1,Tablet
NEC,LAVIE Tab 11QHD3,Tablet
NEC,LAVIE Tab E,Tablet
NEC,LAVIE Tab E 10FHD1,Tablet
NEC,LAVIE Tab E 10FHD2,Tablet
NEC,LAVIE Tab E 7SD1,Tablet
NEC,LAVIE Tab E 8FHD1,Tablet
NEC,LAVIE Tab E 8HD1,Phone
NEC,LAVIE Tab T10,Tablet
NEC,LAVIE Tab T11,Tablet
NEC,LAVIE Tab T14,Tablet
NEC,LAVIE Tab T9,Tablet
NEC,LAVIETab T12 12QHD1,Tablet
NEC,PC-TE510JAW,Tablet
NEC,Tab M7 3rd Gen,Tablet
Necnon,3L-2,Tablet
Necnon,M002K-2,Tablet
Necnon,M002Q-2,Tablet
Necnon,M002U_2T,Tablet
Neffos,Neffos  A5,Phone
Neffos,Neffos  C9 Max,Phone
Neffos,Neffos  C9s,Phone
Neffos,Neffos C5 Plus,Phone
Neffos,Neffos C7,Phone
Neffos,Neffos C7 Lite,Phone
Neffos,Neffos C7s,Phone
Neffos,Neffos C9,Phone
Neffos,Neffos C9A,Phone
Neffos,Neffos X20,Phone
Neffos,Neffos X20 Pro,Phone
Neffos,Neffos X9,Phone
Neffos,Neffos Y7,Phone
Neffos,TP705,Phone
NELATECH,TAB8V1,Phone
NEO,GF215-REY,Tablet
NEO,Neo-Tab-T606-Plus,Tablet
neocore,NEOCORE-E2S,Tablet
neocore,neocore_E1_2,Tablet
neocore,NEOCORE_E2,Tablet
neocore,neocore_N1G1,Tablet
NEON,Neon Tab 11,Tablet
NEONIQ,NQT-1013GIQ,Phone
NEONIQ,NQT-1014GIQ,Tablet
NEONIQ,NQT-1014GIQA,Phone
NEONIQ,NQT-73GIQ,Tablet
NEONIQ,NQT-73GIQ11,Tablet
Neoregent,KT1007_EEA,Tablet
Neotouch,MT-xxMU,Tablet
NETGREEN,M11QF8,Tablet
NETGREEN,M15QF6,Tablet
NETGREEN,M15QF6AR,Tablet
NETGREEN,M16QF11,Tablet
NETGREEN,M16QF11AR,Tablet
NETGREEN,M16QF9AR,Tablet
NETGREEN,M16QF9ES,Tablet
Netmak,NM-VELOCITY,Tablet
Netmak,NM_VISION,Tablet
NewBridge,NBTB101,Tablet
NewBridge,NBTB101b,Tablet
NewBridge,NBTB102,Tablet
Newland,Newland NLS-MT90,Phone
Newland,Newland NLS-N7,Phone
Newland,Newland NLS-NQuire,Tablet
Newland,NLS-MT6550-AM,Phone
Newland,NLS-MT6552-EEA,Phone
Newland,NLS-MT6552-GL,Phone
Newland,NLS-MT6555-GL,Phone
Newland,NLS-MT6755-GL,Phone
Newland,NLS-MT6757,Phone
Newland,NLS-MT9052-EEA,Phone
Newland,NLS-MT9055-GL,Phone
Newland,NLS-MT93,Phone
Newland,NLS-MT95,Phone
Newland,NLS-N7,Phone
Newland,NLS-NFT10,Phone
Newland,S30,Phone
Newline,23QA,Tablet
Newline,Q23,Tablet
Newline,WB76110A,Tablet
Newline,Z Pro Series,Tablet
NEWORK,Interactive Smart Display,Tablet
newsan,N405,Phone
NEWSUN,S20,Phone
NEWTON,H1,Tablet
Nexall,N90_NEU,Tablet
Nexel,Infinity,Phone
NEXG,NEXG N28 Pro,Phone
Nexta,Smart_Study_1,Tablet
Nexta,Smart_Study_2,Tablet
Nextbook,BRT81,Tablet
Nextgear,Nextgear n1,Phone
Nextlife,T8metal,Tablet
NEXWIN,interactive flat panel display,Tablet
NIO,N2301,Phone
NIO,N2401,Phone
NIS(NWTF),Hi10_XPro_ROW,Tablet
Nissan,NissanConnect,Android Automotive
NOA Mobile,Fresh 4G,Phone
NOA Mobile,Hummer_2019_R,Phone
NOA Mobile,N1,Phone
NOA Mobile,N10,Phone
NOA Mobile,N7,Phone
NOA Mobile,NOA_N20,Phone
NOA Mobile,Vivo 4G_r,Phone
Noblex,A50,Phone
Noblex,A60,Phone
Noblex,B30,Phone
Noblex,N52,Phone
Noblex,N601,Phone
Noblex,N62,Phone
Noblex,TN11A6128,Tablet
Nodizz,Npad99,Tablet
NOGA,NOGA101GHD,Tablet
NOGA,NOGA7,Tablet
NOGA,NOGA7G,Tablet
NOGA,NOGAPAD101GHD,Tablet
NOGA,NOGAPAD101XTREME,Tablet
Nokia,Nokia 1,Phone
Nokia,Nokia 1 Plus,Phone
Nokia,Nokia 1.3,Phone
Nokia,Nokia 1.4,Phone
Nokia,Nokia 2 V,Phone
Nokia,Nokia 2 V Tella,Phone
Nokia,Nokia 2.1,Phone
Nokia,Nokia 2.2,Phone
Nokia,Nokia 2.3,Phone
Nokia,Nokia 2.4,Phone
Nokia,Nokia 3,Phone
Nokia,Nokia 3 V,Phone
Nokia,Nokia 3.1,Phone
Nokia,Nokia 3.1 C,Phone
Nokia,Nokia 3.1 Plus,Phone
Nokia,Nokia 3.2,Phone
Nokia,Nokia 3.4,Phone
Nokia,Nokia 4.2,Phone
Nokia,Nokia 5,Phone
Nokia,Nokia 5.1,Phone
Nokia,Nokia 5.1 Plus,Phone
Nokia,Nokia 5.3,Phone
Nokia,Nokia 5.4,Phone
Nokia,Nokia 6,Phone
Nokia,Nokia 6.1,Phone
Nokia,Nokia 6.1 Plus,Phone
Nokia,Nokia 6.2,Phone
Nokia,Nokia 7,Phone
Nokia,Nokia 7 plus,Phone
